event_id,date_of_event,country,Place,Orchestra,program,conductor
4476,1948-11-09,Great Britain,Leicester,Berlin Philharmonic,Wag 70/1,Sergiu Celibidache
4477,1948-11-10,Great Britain,Huddersfield,Berlin Philharmonic,Deb Noc I+II,Sergiu Celibidache
4477,1948-11-10,Great Britain,Huddersfield,Berlin Philharmonic,Elg 47,Sergiu Celibidache
4477,1948-11-10,Great Britain,Huddersfield,Berlin Philharmonic,Schos 70,Sergiu Celibidache
4477,1948-11-10,Great Britain,Huddersfield,Berlin Philharmonic,Str 20,Sergiu Celibidache
4477,1948-11-10,Great Britain,Huddersfield,Berlin Philharmonic,Wag 70/1,Sergiu Celibidache
4478,1948-11-12,Great Britain,Manchester,Berlin Philharmonic,Berl 9,Sergiu Celibidache
4478,1948-11-12,Great Britain,Manchester,Berlin Philharmonic,Moz 504,Sergiu Celibidache
4478,1948-11-12,Great Britain,Manchester,Berlin Philharmonic,Rav Rhap,Sergiu Celibidache
4478,1948-11-12,Great Britain,Manchester,Berlin Philharmonic,Tsch 36,Sergiu Celibidache
4479,1948-11-14,Great Britain,Newcastle,Berlin Philharmonic,Bee 68,Sergiu Celibidache
4479,1948-11-14,Great Britain,Newcastle,Berlin Philharmonic,Sib 9,Sergiu Celibidache
4479,1948-11-14,Great Britain,Newcastle,Berlin Philharmonic,Straw Oiseau,Sergiu Celibidache
4480,1948-11-16,Great Britain,Edinburgh,Berlin Philharmonic,Berl 9,Sergiu Celibidache
4480,1948-11-16,Great Britain,Edinburgh,Berlin Philharmonic,Moz 504,Sergiu Celibidache
4480,1948-11-16,Great Britain,Edinburgh,Berlin Philharmonic,Rav Rhap,Sergiu Celibidache
4480,1948-11-16,Great Britain,Edinburgh,Berlin Philharmonic,Tsch 36,Sergiu Celibidache
4481,1948-11-17,Great Britain,Glasgow,Berlin Philharmonic,Elg 47,Sergiu Celibidache
4481,1948-11-17,Great Britain,Glasgow,Berlin Philharmonic,Rav Rhap,Sergiu Celibidache
4481,1948-11-17,Great Britain,Glasgow,Berlin Philharmonic,Schos 70,Sergiu Celibidache
4481,1948-11-17,Great Britain,Glasgow,Berlin Philharmonic,Str 20,Sergiu Celibidache
4481,1948-11-17,Great Britain,Glasgow,Berlin Philharmonic,Wag 70/1,Sergiu Celibidache
4482,1948-11-18,Great Britain,Nottingham,Berlin Philharmonic,Bee 68,Sergiu Celibidache
4482,1948-11-18,Great Britain,Nottingham,Berlin Philharmonic,Sib 9,Sergiu Celibidache
4482,1948-11-18,Great Britain,Nottingham,Berlin Philharmonic,Straw Oiseau,Sergiu Celibidache
4483,1948-11-20,Great Britain,London,Berlin Philharmonic,Berl 9,Sergiu Celibidache
4483,1948-11-20,Great Britain,London,Berlin Philharmonic,Moz 504,Sergiu Celibidache
4483,1948-11-20,Great Britain,London,Berlin Philharmonic,Rav Rhap,Sergiu Celibidache
4483,1948-11-20,Great Britain,London,Berlin Philharmonic,Tsch 36,Sergiu Celibidache
4485,1948-11-22,Great Britain,Bristol,Berlin Philharmonic,Berl 9,Sergiu Celibidache
4485,1948-11-22,Great Britain,Bristol,Berlin Philharmonic,Moz 504,Sergiu Celibidache
4485,1948-11-22,Great Britain,Bristol,Berlin Philharmonic,Rav Rhap,Sergiu Celibidache
4485,1948-11-22,Great Britain,Bristol,Berlin Philharmonic,Tsch 36,Sergiu Celibidache
4486,1949-08-22,Great Britain,Edinburgh,Berlin Philharmonic,Elg 47,John Barbirolli
4486,1949-08-22,Great Britain,Edinburgh,Berlin Philharmonic,Roussel 43,John Barbirolli
4486,1949-08-22,Great Britain,Edinburgh,Berlin Philharmonic,Sib 43,John Barbirolli
4486,1949-08-22,Great Britain,Edinburgh,Berlin Philharmonic,Wag 96/1,John Barbirolli
4487,1949-08-23,Great Britain,Edinburgh,Berlin Philharmonic,Barber 11,John Barbirolli
4487,1949-08-23,Great Britain,Edinburgh,Berlin Philharmonic,Elg 36,John Barbirolli
4487,1949-08-23,Great Britain,Edinburgh,Berlin Philharmonic,Moz 543,John Barbirolli
4487,1949-08-23,Great Britain,Edinburgh,Berlin Philharmonic,Ros Semiramide,John Barbirolli
4488,1949-08-24,Great Britain,Edinburgh,Berlin Philharmonic,Barber 11,John Barbirolli
4488,1949-08-24,Great Britain,Edinburgh,Berlin Philharmonic,Ros Semiramide,John Barbirolli
4488,1949-08-24,Great Britain,Edinburgh,Berlin Philharmonic,Roussel 43,John Barbirolli
4488,1949-08-24,Great Britain,Edinburgh,Berlin Philharmonic,Sib 43,John Barbirolli
4489,1949-08-25,Great Britain,Edinburgh,Berlin Philharmonic,Duk Péri,Eugene Goosens
4489,1949-08-25,Great Britain,Edinburgh,Berlin Philharmonic,Elg 40,Eugene Goosens
4489,1949-08-25,Great Britain,Edinburgh,Berlin Philharmonic,Hin Met,Eugene Goosens
4489,1949-08-25,Great Britain,Edinburgh,Berlin Philharmonic,Mah 1,Eugene Goosens
4490,1949-08-26,Great Britain,Edinburgh,Berlin Philharmonic,Antill Corroboree-Suite,Eugene Goosens
4490,1949-08-26,Great Britain,Edinburgh,Berlin Philharmonic,Bee 62,Eugene Goosens
4490,1949-08-26,Great Britain,Edinburgh,Berlin Philharmonic,Goosens Oboenkonzert,Eugene Goosens
4490,1949-08-26,Great Britain,Edinburgh,Berlin Philharmonic,Harris 3,Eugene Goosens
4490,1949-08-26,Great Britain,Edinburgh,Berlin Philharmonic,Moz 551,Eugene Goosens
4491,1950-05-28,Switzerland,Montreux,Berlin Philharmonic,Bee 21,Wilhelm Furtwängler
4491,1950-05-28,Switzerland,Montreux,Berlin Philharmonic,Schb 944,Wilhelm Furtwängler
4491,1950-05-28,Switzerland,Montreux,Berlin Philharmonic,Str 28,Wilhelm Furtwängler
4492,1950-05-29,Switzerland,Lausanne,Berlin Philharmonic,Bee 55,Wilhelm Furtwängler
4492,1950-05-29,Switzerland,Lausanne,Berlin Philharmonic,Bra 56a,Wilhelm Furtwängler
4492,1950-05-29,Switzerland,Lausanne,Berlin Philharmonic,Hän 6/10,Wilhelm Furtwängler
4493,1950-05-30,Switzerland,Geneva,Berlin Philharmonic,Bee 21,Wilhelm Furtwängler
4493,1950-05-30,Switzerland,Geneva,Berlin Philharmonic,Bee 72b,Wilhelm Furtwängler
4493,1950-05-30,Switzerland,Geneva,Berlin Philharmonic,Hin 38,Wilhelm Furtwängler
4493,1950-05-30,Switzerland,Geneva,Berlin Philharmonic,Hän 6/10,Wilhelm Furtwängler
4493,1950-05-30,Switzerland,Geneva,Berlin Philharmonic,Wag 90/1,Wilhelm Furtwängler
4494,1950-05-31,Switzerland,Bern,Berlin Philharmonic,Bee 72b,Wilhelm Furtwängler
4494,1950-05-31,Switzerland,Bern,Berlin Philharmonic,Bra 56a,Wilhelm Furtwängler
4494,1950-05-31,Switzerland,Bern,Berlin Philharmonic,Bru 107,Wilhelm Furtwängler
4495,1950-06-01,Switzerland,Basel,Berlin Philharmonic,Bee 21,Wilhelm Furtwängler
4495,1950-06-01,Switzerland,Basel,Berlin Philharmonic,Bee 55,Wilhelm Furtwängler
4495,1950-06-01,Switzerland,Basel,Berlin Philharmonic,Bee 72b,Wilhelm Furtwängler
4496,1950-06-03,France,Paris,Berlin Philharmonic,Bra 56a,Wilhelm Furtwängler
4496,1950-06-03,France,Paris,Berlin Philharmonic,Hän 6/10,Wilhelm Furtwängler
4496,1950-06-03,France,Paris,Berlin Philharmonic,Schb 944,Wilhelm Furtwängler
4496,1950-06-03,France,Paris,Berlin Philharmonic,Str 28,Wilhelm Furtwängler
4497,1950-06-04,France,Paris,Berlin Philharmonic,Bee 21,Wilhelm Furtwängler
4497,1950-06-04,France,Paris,Berlin Philharmonic,Bee 55,Wilhelm Furtwängler
4497,1950-06-04,France,Paris,Berlin Philharmonic,Bee 72a,Wilhelm Furtwängler
4498,1951-04-18,Egypt,Cairo,Berlin Philharmonic,Bee 92,Wilhelm Furtwängler
4498,1951-04-18,Egypt,Cairo,Berlin Philharmonic,Hay 101,Wilhelm Furtwängler
4498,1951-04-18,Egypt,Cairo,Berlin Philharmonic,Str 24,Wilhelm Furtwängler
4499,1951-04-19,Egypt,Cairo,Berlin Philharmonic,Berl 24,Wilhelm Furtwängler
4499,1951-04-19,Egypt,Cairo,Berlin Philharmonic,Deb Noc I+II,Wilhelm Furtwängler
4499,1951-04-19,Egypt,Cairo,Berlin Philharmonic,Ram Princesse de Navarre,Wilhelm Furtwängler
4499,1951-04-19,Egypt,Cairo,Berlin Philharmonic,Tsch 74,Wilhelm Furtwängler
4500,1951-04-20,Egypt,Cairo,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4500,1951-04-20,Egypt,Cairo,Berlin Philharmonic,Hin 38,Wilhelm Furtwängler
4500,1951-04-20,Egypt,Cairo,Berlin Philharmonic,Wag 111/Karfreitagszauber,Wilhelm Furtwängler
4500,1951-04-20,Egypt,Cairo,Berlin Philharmonic,Wag 70/1,Wilhelm Furtwängler
4500,1951-04-20,Egypt,Cairo,Berlin Philharmonic,Wag 86d/Rheinfahrt,Wilhelm Furtwängler
4500,1951-04-20,Egypt,Cairo,Berlin Philharmonic,Web 77,Wilhelm Furtwängler
4501,1951-04-21,Egypt,Cairo,Berlin Philharmonic,Bru 107,Wilhelm Furtwängler
4501,1951-04-21,Egypt,Cairo,Berlin Philharmonic,Gluck Alceste,Wilhelm Furtwängler
4501,1951-04-21,Egypt,Cairo,Berlin Philharmonic,Men 64,Wilhelm Furtwängler
4502,1951-04-22,Egypt,Cairo,Berlin Philharmonic,Bee 67,Wilhelm Furtwängler
4502,1951-04-22,Egypt,Cairo,Berlin Philharmonic,Bee 72b,Wilhelm Furtwängler
4502,1951-04-22,Egypt,Cairo,Berlin Philharmonic,Moz 550,Wilhelm Furtwängler
4503,1951-04-23,Egypt,Cairo,Berlin Philharmonic,Bru 107,Wilhelm Furtwängler
4503,1951-04-23,Egypt,Cairo,Berlin Philharmonic,Gluck Alceste,Wilhelm Furtwängler
4503,1951-04-23,Egypt,Cairo,Berlin Philharmonic,Men 64,Wilhelm Furtwängler
4504,1951-04-24,Egypt,Alexandria,Berlin Philharmonic,Bee 92,Wilhelm Furtwängler
4504,1951-04-24,Egypt,Alexandria,Berlin Philharmonic,Hay 101,Wilhelm Furtwängler
4504,1951-04-24,Egypt,Alexandria,Berlin Philharmonic,Str 24,Wilhelm Furtwängler
4505,1951-04-25,Egypt,Alexandria,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4505,1951-04-25,Egypt,Alexandria,Berlin Philharmonic,Deb Noc I+II,Wilhelm Furtwängler
4505,1951-04-25,Egypt,Alexandria,Berlin Philharmonic,Wag 111/Karfreitagszauber,Wilhelm Furtwängler
4505,1951-04-25,Egypt,Alexandria,Berlin Philharmonic,Wag 86b/Feuerzauber,Wilhelm Furtwängler
4505,1951-04-25,Egypt,Alexandria,Berlin Philharmonic,Wag 86d/Trauermarsch,Wilhelm Furtwängler
4506,1951-04-30,Italy,Naples,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4506,1951-04-30,Italy,Naples,Berlin Philharmonic,Deb Noc I+II,Wilhelm Furtwängler
4506,1951-04-30,Italy,Naples,Berlin Philharmonic,Moz 550,Wilhelm Furtwängler
4506,1951-04-30,Italy,Naples,Berlin Philharmonic,Str 20,Wilhelm Furtwängler
4506,1951-04-30,Italy,Naples,Berlin Philharmonic,Wag 70/1,Wilhelm Furtwängler
4507,1951-05-01,Italy,Rome,Berlin Philharmonic,Bru 107,Wilhelm Furtwängler
4507,1951-05-01,Italy,Rome,Berlin Philharmonic,Deb Noc I+II,Wilhelm Furtwängler
4507,1951-05-01,Italy,Rome,Berlin Philharmonic,Str 20,Wilhelm Furtwängler
4507,1951-05-01,Italy,Rome,Berlin Philharmonic,Wag 70/1,Wilhelm Furtwängler
4508,1951-05-02,Italy,Bologna,Berlin Philharmonic,Bee 67,Wilhelm Furtwängler
4508,1951-05-02,Italy,Bologna,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4508,1951-05-02,Italy,Bologna,Berlin Philharmonic,Hay 101,Wilhelm Furtwängler
4509,1951-05-03,Italy,Turin,Berlin Philharmonic,Bee 92,Wilhelm Furtwängler
4509,1951-05-03,Italy,Turin,Berlin Philharmonic,Deb Noc I+II,Wilhelm Furtwängler
4509,1951-05-03,Italy,Turin,Berlin Philharmonic,Str 24,Wilhelm Furtwängler
4509,1951-05-03,Italy,Turin,Berlin Philharmonic,Web 77,Wilhelm Furtwängler
4510,1951-05-05,France,Paris,Berlin Philharmonic,Bee 67,Wilhelm Furtwängler
4510,1951-05-05,France,Paris,Berlin Philharmonic,Bru 107,Wilhelm Furtwängler
4510,1951-05-05,France,Paris,Berlin Philharmonic,Web 77,Wilhelm Furtwängler
4511,1951-05-06,France,Paris,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4511,1951-05-06,France,Paris,Berlin Philharmonic,Hay 101,Wilhelm Furtwängler
4511,1951-05-06,France,Paris,Berlin Philharmonic,Str 20,Wilhelm Furtwängler
4511,1951-05-06,France,Paris,Berlin Philharmonic,Wag 111/Karfreitagszauber,Wilhelm Furtwängler
4511,1951-05-06,France,Paris,Berlin Philharmonic,Wag 70/1,Wilhelm Furtwängler
4512,1952-05-02,France,Paris,Berlin Philharmonic,Hon Mouvement symphonique 3,Wilhelm Furtwängler
4512,1952-05-02,France,Paris,Berlin Philharmonic,Rav Rhap,Wilhelm Furtwängler
4512,1952-05-02,France,Paris,Berlin Philharmonic,Schm 120,Wilhelm Furtwängler
4512,1952-05-02,France,Paris,Berlin Philharmonic,Web Ob,Wilhelm Furtwängler
4513,1952-05-03,France,Paris,Berlin Philharmonic,Bee 133,Wilhelm Furtwängler
4513,1952-05-03,France,Paris,Berlin Philharmonic,Bee 84,Wilhelm Furtwängler
4513,1952-05-03,France,Paris,Berlin Philharmonic,Bra 102,Wilhelm Furtwängler
4513,1952-05-03,France,Paris,Berlin Philharmonic,Bra 73,Wilhelm Furtwängler
4514,1952-10-06,Switzerland,Lausanne,Berlin Philharmonic,Bee 84,Hans Knappertsbusch
4514,1952-10-06,Switzerland,Lausanne,Berlin Philharmonic,Schb 759,Hans Knappertsbusch
4514,1952-10-06,Switzerland,Lausanne,Berlin Philharmonic,Wag 70/1,Hans Knappertsbusch
4514,1952-10-06,Switzerland,Lausanne,Berlin Philharmonic,Wag 90/1,Hans Knappertsbusch
4514,1952-10-06,Switzerland,Lausanne,Berlin Philharmonic,Wag 96/3,Hans Knappertsbusch
4515,1952-10-07,Switzerland,Basel,Berlin Philharmonic,Bee 84,Hans Knappertsbusch
4515,1952-10-07,Switzerland,Basel,Berlin Philharmonic,Schb 759,Hans Knappertsbusch
4515,1952-10-07,Switzerland,Basel,Berlin Philharmonic,Wag 70/1,Hans Knappertsbusch
4515,1952-10-07,Switzerland,Basel,Berlin Philharmonic,Wag 90/1,Hans Knappertsbusch
4515,1952-10-07,Switzerland,Basel,Berlin Philharmonic,Wag 96/3,Hans Knappertsbusch
4516,1952-10-08,Switzerland,Bern,Berlin Philharmonic,Bee 84,Hans Knappertsbusch
4516,1952-10-08,Switzerland,Bern,Berlin Philharmonic,Schb 759,Hans Knappertsbusch
4516,1952-10-08,Switzerland,Bern,Berlin Philharmonic,Wag 70/1,Hans Knappertsbusch
4516,1952-10-08,Switzerland,Bern,Berlin Philharmonic,Wag 90/1,Hans Knappertsbusch
4516,1952-10-08,Switzerland,Bern,Berlin Philharmonic,Wag 96/3,Hans Knappertsbusch
4517,1953-04-20,Belgium,Brussels,Berlin Philharmonic,Bee 93,Wilhelm Furtwängler
4517,1953-04-20,Belgium,Brussels,Berlin Philharmonic,Bra 68,Wilhelm Furtwängler
4517,1953-04-20,Belgium,Brussels,Berlin Philharmonic,Wag 90/1,Wilhelm Furtwängler
4518,1953-04-22,Great Britain,London,Berlin Philharmonic,Bach 1067,Wilhelm Furtwängler
4518,1953-04-22,Great Britain,London,Berlin Philharmonic,Bra 73,Wilhelm Furtwängler
4518,1953-04-22,Great Britain,London,Berlin Philharmonic,Rav Valses nobles,Wilhelm Furtwängler
4518,1953-04-22,Great Britain,London,Berlin Philharmonic,Str 28,Wilhelm Furtwängler
4519,1953-04-28,France,Paris,Berlin Philharmonic,Bach 1067,Wilhelm Furtwängler
4519,1953-04-28,France,Paris,Berlin Philharmonic,Bra 68,Wilhelm Furtwängler
4519,1953-04-28,France,Paris,Berlin Philharmonic,Rav Valses nobles,Wilhelm Furtwängler
4519,1953-04-28,France,Paris,Berlin Philharmonic,Str 28,Wilhelm Furtwängler
4520,1953-04-30,France,Paris,Berlin Philharmonic,Bee 72b,Wilhelm Furtwängler
4520,1953-04-30,France,Paris,Berlin Philharmonic,Bee 92,Wilhelm Furtwängler
4520,1953-04-30,France,Paris,Berlin Philharmonic,Bee 93,Wilhelm Furtwängler
4522,1953-05-04,Switzerland,Zürich,Berlin Philharmonic,Bach 1067,Wilhelm Furtwängler
4522,1953-05-04,Switzerland,Zürich,Berlin Philharmonic,Bra 73,Wilhelm Furtwängler
4522,1953-05-04,Switzerland,Zürich,Berlin Philharmonic,Rav Valses nobles,Wilhelm Furtwängler
4522,1953-05-04,Switzerland,Zürich,Berlin Philharmonic,Str 28,Wilhelm Furtwängler
4523,1954-05-03,France,Paris,Berlin Philharmonic,Bla 10,Wilhelm Furtwängler
4523,1954-05-03,France,Paris,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4523,1954-05-03,France,Paris,Berlin Philharmonic,Hän 6/5,Wilhelm Furtwängler
4523,1954-05-03,France,Paris,Berlin Philharmonic,Str 20,Wilhelm Furtwängler
4523,1954-05-03,France,Paris,Berlin Philharmonic,Wag 70/1,Wilhelm Furtwängler
4524,1954-05-04,France,Paris,Berlin Philharmonic,Bee 67,Wilhelm Furtwängler
4524,1954-05-04,France,Paris,Berlin Philharmonic,Bra 56a,Wilhelm Furtwängler
4524,1954-05-04,France,Paris,Berlin Philharmonic,Schb 759,Wilhelm Furtwängler
4524,1954-05-04,France,Paris,Berlin Philharmonic,Web 77,Wilhelm Furtwängler
4525,1954-05-05,France,Lyon,Berlin Philharmonic,Bee 67,Wilhelm Furtwängler
4525,1954-05-05,France,Lyon,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4525,1954-05-05,France,Lyon,Berlin Philharmonic,Hay 13,Wilhelm Furtwängler
4526,1954-05-06,Switzerland,Geneva,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4526,1954-05-06,Switzerland,Geneva,Berlin Philharmonic,Str 28,Wilhelm Furtwängler
4526,1954-05-06,Switzerland,Geneva,Berlin Philharmonic,Wag 70/1,Wilhelm Furtwängler
4526,1954-05-06,Switzerland,Geneva,Berlin Philharmonic,Web Eur,Wilhelm Furtwängler
4527,1954-05-07,Switzerland,Lausanne,Berlin Philharmonic,Bee 67,Wilhelm Furtwängler
4527,1954-05-07,Switzerland,Lausanne,Berlin Philharmonic,Bra 56a,Wilhelm Furtwängler
4527,1954-05-07,Switzerland,Lausanne,Berlin Philharmonic,Schb 759,Wilhelm Furtwängler
4528,1954-05-08,Italy,Milan,Berlin Philharmonic,Bee 67,Wilhelm Furtwängler
4528,1954-05-08,Italy,Milan,Berlin Philharmonic,Bra 56a,Wilhelm Furtwängler
4528,1954-05-08,Italy,Milan,Berlin Philharmonic,Schb 759,Wilhelm Furtwängler
4528,1954-05-08,Italy,Milan,Berlin Philharmonic,Web Eur,Wilhelm Furtwängler
4529,1954-05-09,Italy,Milan,Berlin Philharmonic,Bee 67,Wilhelm Furtwängler
4529,1954-05-09,Italy,Milan,Berlin Philharmonic,Bra 56a,Wilhelm Furtwängler
4529,1954-05-09,Italy,Milan,Berlin Philharmonic,Schb 759,Wilhelm Furtwängler
4529,1954-05-09,Italy,Milan,Berlin Philharmonic,Web Eur,Wilhelm Furtwängler
4530,1954-05-10,Italy,Florence,Berlin Philharmonic,Bee 92,Wilhelm Furtwängler
4530,1954-05-10,Italy,Florence,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4530,1954-05-10,Italy,Florence,Berlin Philharmonic,Hän 6/5,Wilhelm Furtwängler
4531,1954-05-11,Italy,Perugia,Berlin Philharmonic,Bee 92,Wilhelm Furtwängler
4531,1954-05-11,Italy,Perugia,Berlin Philharmonic,Bra 56a,Wilhelm Furtwängler
4531,1954-05-11,Italy,Perugia,Berlin Philharmonic,Str 28,Wilhelm Furtwängler
4531,1954-05-11,Italy,Perugia,Berlin Philharmonic,Wag 90/1,Wilhelm Furtwängler
4532,1954-05-12,Italy,Rome,Berlin Philharmonic,Bee 67,Wilhelm Furtwängler
4532,1954-05-12,Italy,Rome,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4532,1954-05-12,Italy,Rome,Berlin Philharmonic,Str 28,Wilhelm Furtwängler
4533,1954-05-14,Italy,Turin,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4533,1954-05-14,Italy,Turin,Berlin Philharmonic,Str 28,Wilhelm Furtwängler
4533,1954-05-14,Italy,Turin,Berlin Philharmonic,Wag 90/1,Wilhelm Furtwängler
4533,1954-05-14,Italy,Turin,Berlin Philharmonic,Web Eur,Wilhelm Furtwängler
4534,1954-05-15,Switzerland,Lugano,Berlin Philharmonic,Bee 68,Wilhelm Furtwängler
4534,1954-05-15,Switzerland,Lugano,Berlin Philharmonic,Moz 466,Wilhelm Furtwängler
4534,1954-05-15,Switzerland,Lugano,Berlin Philharmonic,Str 28,Wilhelm Furtwängler
4535,1954-05-16,Switzerland,Zürich,Berlin Philharmonic,Bee 67,Wilhelm Furtwängler
4535,1954-05-16,Switzerland,Zürich,Berlin Philharmonic,Bra 90,Wilhelm Furtwängler
4535,1954-05-16,Switzerland,Zürich,Berlin Philharmonic,Hän 6/5,Wilhelm Furtwängler
4536,1954-10-20,Netherlands,Amsterdam,Berlin Philharmonic,Bee 92,Karl Böhm
4536,1954-10-20,Netherlands,Amsterdam,Berlin Philharmonic,Reg 132,Karl Böhm
4536,1954-10-20,Netherlands,Amsterdam,Berlin Philharmonic,Str 20,Karl Böhm
4537,1954-10-21,Netherlands,Amsterdam,Berlin Philharmonic,Bee 92,Karl Böhm
4537,1954-10-21,Netherlands,Amsterdam,Berlin Philharmonic,Reg 132,Karl Böhm
4537,1954-10-21,Netherlands,Amsterdam,Berlin Philharmonic,Str 20,Karl Böhm
4538,1954-10-22,Netherlands,Amsterdam,Berlin Philharmonic,Bee 67,Karl Böhm
4538,1954-10-22,Netherlands,Amsterdam,Berlin Philharmonic,Mohaupt Stadtpfeifermusik,Karl Böhm
4538,1954-10-22,Netherlands,Amsterdam,Berlin Philharmonic,Moz 385,Karl Böhm
4539,1954-10-23,Netherlands,The Hague,Berlin Philharmonic,Bra 73,Karl Böhm
4539,1954-10-23,Netherlands,The Hague,Berlin Philharmonic,Mohaupt Stadtpfeifermusik,Karl Böhm
4539,1954-10-23,Netherlands,The Hague,Berlin Philharmonic,Moz 385,Karl Böhm
4540,1954-10-24,Netherlands,Amsterdam,Berlin Philharmonic,Bra 73,Karl Böhm
4540,1954-10-24,Netherlands,Amsterdam,Berlin Philharmonic,Mohaupt Stadtpfeifermusik,Karl Böhm
4540,1954-10-24,Netherlands,Amsterdam,Berlin Philharmonic,Moz 385,Karl Böhm
4541,1954-10-25,Belgium,Brussels,Berlin Philharmonic,Bee 92,Karl Böhm
4541,1954-10-25,Belgium,Brussels,Berlin Philharmonic,Schb 759,Karl Böhm
4541,1954-10-25,Belgium,Brussels,Berlin Philharmonic,Str 20,Karl Böhm
4542,1954-10-26,Belgium,Antwerp,Berlin Philharmonic,Bee 92,Karl Böhm
4542,1954-10-26,Belgium,Antwerp,Berlin Philharmonic,Moz 385,Karl Böhm
4542,1954-10-26,Belgium,Antwerp,Berlin Philharmonic,Schb 759,Karl Böhm
4543,1954-10-27,Belgium,Brussels,Berlin Philharmonic,Bra 73,Karl Böhm
4543,1954-10-27,Belgium,Brussels,Berlin Philharmonic,Moz 385,Karl Böhm
4543,1954-10-27,Belgium,Brussels,Berlin Philharmonic,Straw Oiseau,Karl Böhm
4544,1955-02-27,United States,Washington,Berlin Philharmonic,Bra 68,Herbert von Karajan
4544,1955-02-27,United States,Washington,Berlin Philharmonic,Moz 385,Herbert von Karajan
4544,1955-02-27,United States,Washington,Berlin Philharmonic,Str 28,Herbert von Karajan
4545,1955-02-28,United States,Philadelphia,Berlin Philharmonic,Bee 67,Herbert von Karajan
4545,1955-02-28,United States,Philadelphia,Berlin Philharmonic,Hay 104,Herbert von Karajan
4545,1955-02-28,United States,Philadelphia,Berlin Philharmonic,Wag 90/1,Herbert von Karajan
4546,1955-03-01,United States,New York,Berlin Philharmonic,Bee 67,Herbert von Karajan
4546,1955-03-01,United States,New York,Berlin Philharmonic,Hay 104,Herbert von Karajan
4546,1955-03-01,United States,New York,Berlin Philharmonic,Wag 90/1,Herbert von Karajan
4547,1955-03-03,United States,Pittsburgh,Berlin Philharmonic,Bra 73,Herbert von Karajan
4547,1955-03-03,United States,Pittsburgh,Berlin Philharmonic,Hän 6/12,Herbert von Karajan
4547,1955-03-03,United States,Pittsburgh,Berlin Philharmonic,Str 20,Herbert von Karajan
4548,1955-03-04,United States,Cleveland,Berlin Philharmonic,Bra 68,Herbert von Karajan
4548,1955-03-04,United States,Cleveland,Berlin Philharmonic,Moz 385,Herbert von Karajan
4548,1955-03-04,United States,Cleveland,Berlin Philharmonic,Wag 90/1,Herbert von Karajan
4549,1955-03-05,United States,Cincinnati,Berlin Philharmonic,Bee 67,Herbert von Karajan
4549,1955-03-05,United States,Cincinnati,Berlin Philharmonic,Bla 10,Herbert von Karajan
4549,1955-03-05,United States,Cincinnati,Berlin Philharmonic,Hän 6/12,Herbert von Karajan
4549,1955-03-05,United States,Cincinnati,Berlin Philharmonic,Str 20,Herbert von Karajan
4550,1955-03-07,United States,Lexington,Berlin Philharmonic,Barber 11,Herbert von Karajan
4550,1955-03-07,United States,Lexington,Berlin Philharmonic,Bee 84,Herbert von Karajan
4550,1955-03-07,United States,Lexington,Berlin Philharmonic,Bee 92,Herbert von Karajan
4550,1955-03-07,United States,Lexington,Berlin Philharmonic,Str 28,Herbert von Karajan
4551,1955-03-08,United States,Bloomington,Berlin Philharmonic,Bee 67,Herbert von Karajan
4551,1955-03-08,United States,Bloomington,Berlin Philharmonic,Moz 385,Herbert von Karajan
4551,1955-03-08,United States,Bloomington,Berlin Philharmonic,Str 20,Herbert von Karajan
4552,1955-03-10,United States,Milwaukee,Berlin Philharmonic,Bee 92,Herbert von Karajan
4552,1955-03-10,United States,Milwaukee,Berlin Philharmonic,Hän 6/12,Herbert von Karajan
4552,1955-03-10,United States,Milwaukee,Berlin Philharmonic,Str 28,Herbert von Karajan
4552,1955-03-10,United States,Milwaukee,Berlin Philharmonic,Wag 70/1,Herbert von Karajan
4553,1955-03-11,United States,Chicago,Berlin Philharmonic,Bee 67,Herbert von Karajan
4553,1955-03-11,United States,Chicago,Berlin Philharmonic,Hay 104,Herbert von Karajan
4553,1955-03-11,United States,Chicago,Berlin Philharmonic,Wag 90/1,Herbert von Karajan
4554,1955-03-12,United States,Chicago,Berlin Philharmonic,Barber 11,Herbert von Karajan
4554,1955-03-12,United States,Chicago,Berlin Philharmonic,Bee 72b,Herbert von Karajan
4554,1955-03-12,United States,Chicago,Berlin Philharmonic,Mah Geselle,Herbert von Karajan
4554,1955-03-12,United States,Chicago,Berlin Philharmonic,Tsch 64,Herbert von Karajan
4555,1955-03-13,United States,Chicago,Berlin Philharmonic,Bra 68,Herbert von Karajan
4555,1955-03-13,United States,Chicago,Berlin Philharmonic,Moz 385,Herbert von Karajan
4555,1955-03-13,United States,Chicago,Berlin Philharmonic,Str 28,Herbert von Karajan
